ugc_code,university_name,university_type,city_guess,state,region,website,contact,email
560,Sri Sai University,,Taragarh Palampur,Himachal Pradesh,North,http://www.srisaiuniversity.org,9736501212  9736501329  936501330  9736501266  9417050602  9736501261  9218450302  9736501201  9418950302  9736501262 ,contact@srisaiuniversity.com
561,Amity University,,Airport) Gwalior,Madhya Pradesh,Central,http://www.amity.edu,0751–2496025/26/27   08349994630  08349994631  08349994632 ,info@gwa.amity.edu  admission@gwa.amity.edu
562,ITM University,,Road Gwalior,Madhya Pradesh,Central,www.itmuniversity.ac.in,9399405170,deputy.registrar@itmuniversity.ac.in
563,Mahatama Gandhi University,,Distt. Ri-Bhoi,Meghalaya,Northeast,,  ,
564,University of Technology & Management,,Laitumkhrah Shillong,Meghalaya,Northeast,http://www.utm.ac.in,0364-2500969/ 2500973/76  2500980   0364-2500676,info@utm.ac.in
565,Sri Guru Granth Sahib World University,,Fatehgarh Sahib,Punjab,North,http://www.sggswu.edu.in,01763-234210  ,registrar@sggswu.edu.in
566,Raffles University,,Alwar Neemrana,Rajasthan,North,www.rafflesuniversity.edu.in,01494-675555  01494-675505,registrar@rafflesuniversity.edu.in
567,Homoeopathy University,,Sanganer Jaipur,Rajasthan,North,,  ,
568,Galgotias University,,Budh Nagar,Uttar Pradesh,North,http://www.galgotiasuniversity.edu.in,0120-4370000  Null,ceo@galgotiasuniversity.edu.in
569,Shiv Nadar University,,Budh Nagar,Uttar Pradesh,North,http://snu.edu.in,1800-102-1768  0120-2663801,info.pg@snu.edu.in  admissions@snu.edu.in
570,Babu Banarasi Das University,,Nagar Lucknow,Uttar Pradesh,North,http://www.bbdu.ac.in,  ,
571,Shri Venkateshwara University,,Distt:- Amroha,Uttar Pradesh,North,http://www.svu.edu.in,8477956666  8194005705  0592-2291235,info@svu.edu.in  registrar@svu.edu.in
572,Rajiv Gandhi University of Knowledge Technology,,Gachibowli Hyderabad,Telangana,South,http://www.rgukt.in/,040-23001830  ,generalenq@rgukt.in
573,Karnataka Sanskrit University,,Chamarajpet Bangalore,Karnataka,South,http://www.ksu.ac.in,080-2670 1303  ,karnatakasanskrituniversity@gmail.com
574,Indian Institute of Technology,,Stand Mandi,Himachal Pradesh,North,http://www.iitmandi.ac.in,0195-237731  ,director@iitmandi.ac.in
575,Indian Institute of Technology,,Univ Indore,Madhya Pradesh,Central,,  ,
576,Indian Institute of Technology,,IIT,Rajasthan,North,,  ,
577,"Indian Institute of  Information Technology,Design & Manufacturing(IIITDM)",,Madras Campus,Tamil Nadu,South,http://www.iiitdm.iitm.ac.in,044-27476300  ,office@iiitdm..ac.in
578,National Institute of Technology,,,Sikkim,Northeast,,  ,
579,National Institute of Technology,,,Arunachal Pradesh,Northeast,,  ,
580,National Institute of Technology,,,Sikkim,Northeast,,  ,
581,National Institute of Technology,,,Uttarakhand,North,,  ,
582,National Institute of Technology,,,Mizoram,Northeast,,  ,
583,National Institute of Technology,,,Nagaland,Northeast,,  ,
584,National Institute of Technology,,,Meghalaya,Northeast,,  ,
585,National Institute of Technology,,,Goa,West,,  ,
586,National Institute of Technology,,,Puducherry,South,,  ,
587,National Institute of Technology,,,Delhi,North,,  ,
588,KSGH Music and Performing Arts University,,Ladshmipuram Mysore,Karnataka,South,http://www.musicuniversity.ac.in,0821-2402141   0821-2402114,
589,Assam Down Town University,,Panikhaiti Guwahati,Assam,Northeast,www.adtu.in ,91-98641 37777  0361-2330008,"dutta2@sancharnet.in ,admissions@downtowngroup.in "
590,UKA Tarsadia University,,Baroli-Mahuva Road,Gujarat,West,http://www.utu.ac.in,02625-254144   255882  02625-255882,ceo@utu.ac.in 
591,NIILM University,,Road Kaithal,Haryana,North,www.niilmuniversity.in,"09992800242,09992800283,09992800287  09992800289  09873344377 ",infoadmission@niilmuniversity.in 
592,Rabindranath Tagore University (formerly known as AISECT University),,Chouraha Bhopal,Madhya Pradesh,Central,www.aisectuniversity.ac.in,07480-295707   0755-6766100,info@aisectuniversity.ac.in
593,People's University,,Bhanpur Bhopal,Madhya Pradesh,Central,www.peoplesuniversity.edu.in,0755-4005291  4005265  0755-4005293,regstrar@peopleuniversity.edu.in
594,Oriental University,,Jakhya Indore,Madhya Pradesh,Central,http://www.orientaluniversity.in,0731-32656651  3295651  ,registrar@orientaluniversity.in
595,RKDF University,,Nagar Bhopal,Madhya Pradesh,Central,www.rkdf.ac.in,0755-2740305  ,info@rkdf.ac.in
596,William Carey University,,Umkdait Shillong,Meghalaya,Northeast,http://www.williamcareyuniversity.ac.in,7005999538  Null,info@williamcareyuniversity.ac.in
597,ICFAI University,,Road Jaipur,Rajasthan,North,https://www.iujaipur.edu.in/,8426043404,registrar@iujaipur.edu.in
598,ICFAI University,,Solan Distt,Himachal Pradesh,North,,  ,
599,ICFAI University,,Distt: Durg,Chhattisgarh,Central,,  ,
600,Pratap University,,(Chandwaji) Ajmer,Delhi,North,http://www.pratap.edu.in,0142-6213582  0142-6213581 ," 	info@pratapuniversity.in"
601,Manipal University,,Express Jaipur,Rajasthan,North,http://www.jaipur.manipal.edu,0141-3999100  ,admissions@jaipur.manipal.edu
602,Sunrise University,,Ramgarh Alwar,Rajasthan,North,,0144-5121144  9649903058,coe@sunriseuniversity.in
603,JK Lakshmipat University,,Road Jaipur,Rajasthan,North,http://www.jklu.edu.in,91-141-7107500  ,registrar@jklu.edu.in
604,Mahatma Gandhi University of Medical Sciences & Technology,,Jaipur-302 022,Rajasthan,North,,  ,
605,Graphic Era Hill University,,Dehradun (,Uttarakhand,North,,  ,
606,RK University,,Kasturbadham Rajkot,Gujarat,West,http://www.rku.ac.in,9909952030/31  ,info@rku.ac.in
607,The Assam Kaziranga University,,Jorhat,Assam,Northeast,www.kazirangauniversity.in,+91 376 2351433  ,info@kazirangauniversity.in
608,Kalinga University,,Naya Raipur,Chhattisgarh,Central,https://kalingauniversity.ac.in/,09303097001/02/03/04/05  ,kalingauniversity1@gmail.com 
609,Rai University,,Taluka Ahmedabad,Gujarat,West,http://www.raiuniversity.edu,09687688736  07574858437  07574858439  08980004322,provost@raiuniversity.edu  deputyregistrar@raiuniversity.edu  crd@raiuniversity.edu
610,AURO University of Hospitality and Management,,ONGC Surat,Gujarat,West,http://aurouniversity.edu.in,0261-4088101  ,info@aurouniversity.edu.in
611,M.V.N. University,,stone NH-2,Delhi,North,http://mvn.edu.in,01275-329791  fax: 011-66173782,info@mvn.edu.in
612,Baba MastNath University,,Bohar Rohtak,Haryana,North,http://bmu.ac.in,8683888830  8683888831  8683888832,registrarbmu@gmail.com  registrar@bmu.ac.in
613,Ansal University,,Gurgaon,Haryana,North,http://ansaluniversity.edu.in,Null  Null,Null
614,Career Point University,,Hamirpur,Himachal Pradesh,North,http://www.cpuh.in,1972-269701  9625380006  9625380007  ,info@cpuniverse.in 
615,I.E.C. (India Education Centre) University,,Baddi Solan,Himachal Pradesh,North,http://iecuniversity.com,9459898200/201/202/206  1800-11-8787  011-26444838,admissions@iecuniversity.com
616,Jharkhand Rai University,,Road Ranchi,Jharkhand,East,http://www.jru.edu.in,9693296660  1800 120 2546,info@jru.edu.in 
617,Sai Nath University,,#NAME?,Jharkhand,East,http://www.sainathuniversity.com,8057112225  0651-2544082  0651-2544082,info@sainathuniversity.com
618,A.K.S. University,,Satna,Madhya Pradesh,Central,,  ,
619,Swami Vivekanand University,,Sironja Sagar,Madhya Pradesh,Central,www.svnuniversity.co.in,07582-281000  07582-281353,info@svnuniversity.co.in
620,Guru Kashi University,,Sabo Bathinda,Punjab,North,http://www.gurukashiuniversity.in,01655-324777   ,info@gurukashiuniversity.in 
621,Sri Sri University,,3 Cuttack,Odisha,East,http://srisriuniversity.edu.in,0674-6611184  ,info@srisriuniversity.edu.in
622,Maharaj Vinayak Global University,,Amer Jaipur,Rajasthan,North,http://www.mvgu.ac.in,0141-2704229  0141-2703964,info@mvgu.ac.in
623,University of Engineering & Management,,Jaipur,Rajasthan,North,,  ,
624,Career Point University,,Kota,Rajasthan,North,,  ,
625,Vivekananda Global University,,Jagatpura Jaipur,Rajasthan,North,http://vgu.ac.in,"0141-4077999,9549360-111-222-333-444-555   0141-4077900(Fax)  Toll feer no. 1800-3-13-14-15 ",info@vgu.ac.in
626,Poornima University,,Extension Jaipur,Rajasthan,North,,  ,
627,Sangam University,,Road Bhilwara,Rajasthan,North,http://sangamuniversity.ac.in,01482-650505  650707  7891050000  7891050001  01482-249022 ,info@sangamuniversity.ac.in  admissions@sangamuniversity.ac.in 
628,Monad University,,N.H. 24,Delhi,North,http://www.monad.edu.in,0122-2327000 / 8475074951/52/53/54/55   ,admissions@monad.edu.in 
629,NIIT University,,N.H. 8,Delhi,North,http://www.niituniversity.in,01494-302415  01494-302412,Registrar@niituniversity.in  Registraroffice@niituniversity.in
630,Dr. Y.S.R. Horticultural Univerity,,Godavari Distt.,Andhra Pradesh,South,http://www.drysrhu.edu.in/,08818-284311  08818-284223,vcaphu@gmail.com  vc@drysrhu.edu.in
631,National Law University and Judicial Academy,,Ulubari Guwahati,Assam,Northeast,http://www.nluassam.ac.in/,0361-2738891/92  2738892  ,systems@nluassam .ac.in
632,Bodoland University,,Kokrajhar BTC,Assam,Northeast,http://www.bodolanduniversity.ac.in,03661-277149   ,registrar@bodolanduniversity.org
633,Assam Rajiv Gandhi University of Co-operative Management,,Sivasagar Guwahati,Assam,Northeast,http://argucom.org.in,0361-2237253  ,dr.rafiquzz@yahoo.com   upload@argucom.org.in
634,Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya,,Road Gwalior,Madhya Pradesh,Central,,  ,
635,Gondwana University,,Complex Godchiroli,Maharashtra,West,www.gondwana.digitaluniversity.org  www.gondwanauniversity.org,  ,
636,Guru Ravidas Ayurved University,,Jodhmal Hohiarpur,Punjab,North,,01882-243326  ,graupunjab@gmail.com
637,Swarnim Gujarat Sports University,,Campus Gandhinagar,Gujarat,West,,  ,
638,Sri Venkateswara Institute of Medical Sciences,,Triupati-517 507,Andhra Pradesh,South,http://www.svimstpt.ap.nic.in,0877-2287152 & 2286131  0877-2286803  ,svimshosp@yahoo.com  bvengamma@yahoo.com    
639,A P Goyal Shimla University,,Shimla,Himachal Pradesh,North,http://agu.edu.in,91-177-2006001  91-177-2006000,dr@apg.edu.in
640,Geetanjali University,,Udaipur,Rajasthan,North,http://geetanjaliuniversity.com,0294-2500000-06  0294-2500007,contactus@geetanjaliuniversity.com  
641,J.E.C.R.C  University,,Village Jaipur,Rajasthan,North,http://jecrcuniversity.edu.in,0141-6565605  6565607  9982682903,admissioninfo@jecrcu.edu.in
642,Indira Gandhi Technological and Medical Science University,,Ziro-791120,Arunachal Pradesh,Northeast,http://www.igtamsu.ac.in. ,03788-255132  03788-224202  7085983978  7085983991,indiragandhitechmeduniversity@gmail.com
643,Atal Bihari Bajpayee Vishwavidyalaya,,Chowk Bilaspur,Chhattisgarh,Central,https://www.bilaspuruniversity.ac.in/,"07752-260294,077522-214203,07752-214204   ",bilaspur.university2012@gmail.com 
644,ITM University,,Distt. Raipur,Chhattisgarh,Central,http://www.itmuniversity.org,0771-3092600  1800-209-9727,info@itmuniversity.org
645,Atal Bihari Vajpayee Hindi Vishwavidyalaya,,Marg Bhopal,Madhya Pradesh,Central,,0755-2491051  0755 - 2491051 / 52,abvhvbpl@gmail.com
646,Arunachal University of Studies,,Distt. Namsai,Arunachal Pradesh,Northeast,http://www.arunachaluniversity.ac.in,0380-6202797  6202664  ,info@arunachaluniversity.ac.in
647,Chandigarh University,,Gharuan Mohali,Punjab,North,http://www.cuchd.in,0160-2710300  3014444  0160-3014402,info@cumail.in
648,Shri Ramswaroop Memorial University,,Road Barabanki,Uttar Pradesh,North,http://www.srmu.ac.in,05248-262639  09554953791  09554953792  05248-262639, registrar@srmu.ac.in  registrar.office@srmu.ac.in
649,Adesh University,,Road Bathinda,Punjab,North,http://adeshuniversity.ac.in,"0164-2742900,5055208,5055000  ",
650,Assam Science & Technology University,,Kohilipara Guwahati,Assam,Northeast,http://www.astu.org.in,  ,
651,Venkateshwara Open University,,Papum Pare,Arunachal Pradesh,Northeast,http://www.vou.ac.in,08447732677  9599818109,
652,Techno India University,,Lake Kolkata,West Bengal,East,,  ,
653,Children's University,,Sector-20 Gandhinagar,Gujarat,West,www.cugujarat.ac.in,079-23244562  23244576  ,vccu.gujarat@gmail.com
654,Indus University,,Via-Thaltej Ahmedabad,Gujarat,West,http://indusuni.ac.in,02764-260277 / 78 / 79  9099944241 / 42,info@indusuni.ac.in
655,Maharaja Agrasen University,,Distt. Sonal,Himachal Pradesh,North,www.mau.ac.in,9318029217  9318029218  93180-29231  32  33  35  39  41  0172-5001551  52  53  54,career@mau.ac.in  info@mau.ac.in
656,The Glocal University,,,Delhi,North,https://www.glocaluniversity.edu.in,8392939359,info@theglocaluniversity.in
657,Raja Mansingh Tomar Music & Arts University,,Marg Gwalior,Madhya Pradesh,Central,,  ,
658,Rajasthan University of Veterinary & Animal Sciences,,Bikaner,Rajasthan,North,,  ,
659,Rajasthan University of Veterinary & Animal Sciences,,Bikaner,Rajasthan,North,, 0151-2543419   ,
660,Bihar Agricultural University,,Sabour (BhagalPur),Bihar,East,http://bausabour.ac.in,0641-2452609   ,
661,DIT University,,Makkawala Dehradun,Uttarakhand,North,http://www.dit.edu.in,0135 - 3000300  3000301  0135 - 3000309(F),
662,IMS Unison University,,Road Dehradun,Uttarakhand,North,http://www.iuu.ac,135-3000600  7055900075  135-3000700(F),info@iuu.ac
663,D.A.V University,,Jalandhar India,Punjab,North,http://www.davuniversity.org,0181-2708848  8195000352,
664,Desh Bhagat University,,Gobindgarh (Pb.),Punjab,North,http://www.deshbhagatuniversity.in/,01765-520523-24  ,contact@deshbhagatuniversity.in 
665,Uttaranchal University,,Nagar Dehradun,Uttarakhand,North,www.uttaranchaluniversity.ac.in,"0135-2771946,2771947  0135-2772135",university@uttaranchaluniversity.ac.in
666,Techno Global University,,Distt. Vidisha,Madhya Pradesh,Central,,  ,
667,K.R. Mangalam University,,Road Gurgaon,Delhi,North,http://krmangalam.edu.in,8800697010-20   ,welcome@krmangalam.edu.in 
668,Jagran Lakecity University,,Huzur Bhopal,Madhya Pradesh,Central,http://www.jlu.edu.in,0755-6611138  ,info@jlu.edu.in
669,Shree Guru Gobind Singh Tricentenary University,,Distt. Gurgaon,Haryana,North,www.sgtunviersity.org,0124-2278184  0124-2278151,info@sgtedu.org
670,GD Goenka University,,Sohna,Haryana,North,http://www.gdgoenkauniversity.com,0124-3315900 ; 08800992021/22/23  0124-3315970,registrar@gdgu.org
671,Apex Professional University,,East Siang,Arunachal Pradesh,Northeast,http://www.apexuniversity.ac.in,0368-2222223  2222202  ,info@apexuniversity.edu.in
672,Sardar Patel University of Police  Security & Criminal Justice,,Daijar Jodhpur,Rajasthan,North,http://www.policeuniversity.ac.in,0291-3062000  ,
673,Jagan Nath University,,Road Jhajjar,Haryana,North,http://www.jagannathuniversityncr.ac.in,"01251-279700,01-04  ",admission@jagannathuniversityncr.ac.in
674,Swami Rama Himalayan University,,PO-Doiwala Dehradun,Uttarakhand,North,,  ,
675,Kumar Bhaskar Varma Sanskrit & Ancient Studies University,,Hati Namati,Assam,Northeast,http://www.kbvsasun.ac.in,03624-220142  Fax-03624-222418,kbvsasun@rediffmail.com
676,Raksha Shakti University,,Meghaninagar Ahmedabad,Gujarat,West,,079 - 22683624 079 - 22684173  079 - 22683762,academicbr@rakshashaktiuniversity.edu.in
677,Indian Institute of Teacher Education,,Sector-15 Gandhinagar,Gujarat,West,,18002335500,osdiite@gmail.com
678,Karnataka Folklore University,,Vijayanagar Banglore,Karnataka,South,http://www.janapadauni.in,0836-2255180  ,kajavivi@gmail.com 
679,Reva University,,Bangalore,Karnataka,South,http://www.reva.edu.in,"080-66226622  080-65687563,65",info@reva.edu.in
680,Shobhit University,,Distt.- Saharanpur,Uttar Pradesh,North,http://shobhituniversity.ac.in,0121-2575091/92  0121-2575724,mail@shobhituniversity.ac.in
681,SRM University,,City Sonepat,Haryana,North,http://www.srmuniversity.ac.in,0130-2121214/15 Ext. No -710   ,vcsrmh@srmuniversity.ac.in  &  registrar@srmuniversity.ac.in
682,Himalayan University,,Complex Naharlagun,Arunachal Pradesh,Northeast,http://www.himalayanuniversity.com,0360-2350618  ,info@himalayanuniversity.com
683,Nalanda University,,Rajgir,Bihar,East,http://www.nalandauniv.edu.in,91-611-2255330  ,
684,South Asian Universit y,,Chanakyapuri New,Delhi,North,http://www.southasianuniversity.org, +91-11-24122512-14; +91-11-24195000  +91-11-24122511,sau@southasianuniversity.org
685,Haridev Joshi University of Journalism and Mass Communication,,Road Jaipur,Rajasthan,North,http://www.hjuj.ac.in,0141-2373761   2373739 ,info@hjuj.ac.in 
686,Chhattisgarh Kamdhenu Vishwavidyalaya,,Durg,Chhattisgarh,Central,http://cgkv.ac.in/,  ,
687,Cotton University,,Panbazar Guwahati,Assam,Northeast,https://cottonuniversity.ac.in/,0361-2733530  ,
688,North Orissa University,,757 003,,,http://www.nou.nic.in,  ,
689,Tamil Nadu Fisheries University,,Road Nagapattinam,Tamil Nadu,South,http://www.tnfu.org.in/university/wp/,  ,
690,Sri Dev Suman Uttarakhand Vishwavidyalaya,,Tehri Garhwal,Uttarakhand,North,http://sdsuv.ac.in/,01376-254065  01376-254065 ,info@sdsuv.ac.in 
691,Presidency  University,,Rajanakunte Bangaluru,Karnataka,South,http://presidencyuniversity.in,080-23093500  9845215960,info@presidencyuniversity.in
692,Thunchath Ezhuthachan Malayalam University,,Tirur Malappuram,Kerala,South,http://malayalamuniversity.edu.in/en/,0494 2631230  ,info@malayalamuniversity.edu.i n
693,OPJS University,,Jhunjhunu Road,Rajasthan,North,http://www.opjsuniversity.edu.in/,89501-10000  89503-30000  77260-09719  01559-290333  ,info@opjsuniversity.org
694,Tantia University,,Sri Ganganagar,Rajasthan,North,http://tantiauniversity.com,(0154) 2494131  9414093060  9414093505   9414093044  9414093051  9414093082,registrar@tantiauniversity.com              admission@tantiauniversity.com
695,PES University,,Stage Bangalore,Karnataka,South,http://www.pes.edu,080-26721983  26722108  ,admissions@pes.edu
696,M.S. Ramaiah University of Applied Sciences,,Nagar Bangalore,Karnataka,South,http://www.msruas.ac.in,080-45366666  ,uas@msruas.ac.in
697,Xavier university,,-751013,,,,  ,
698,C. U. Shah University,,City Surendranagar,Gujarat,West,http://www.cushahuniversity.ac.in,(02752) 294005  02752-247712,
699,CMR University,,Nagar Bangolare,Karnataka,South,http://www.cmr.edu.in,080-25426977  080-25426988,info@cmr.edu.in
700,Srimanta Sankaradeva University of Health Sciences,,Bhangagarh Guwahati,Assam,Northeast,http://ssuhs.in,91 0361 2130431  ,ssuhs_assam@yahoo.in
701,Tamilnadu National Law School,,Taluk Tiruchirapalli,Tamil Nadu,South,http://www.tnnls.in,  ,
702,Uttarakhand Ayurved University,,Road Dehradun,Uttarakhand,North,http://www.uau.ac.in,  ,
703,Kazi Nazrul University,,Asansol (North),West Bengal,East,http://www.knu.ac.in,0341-2250456  ,
704,Indira Gandhi University,,Rewari,Haryana,North,http://www.igu.ac.in, 01274-248753  54   01274 – 248754,universityindiragandhi@gmail.com 
705,Sri Satya Sai University of Technology & Medical Sciences,,Pachama Sehore,Madhya Pradesh,Central,http://sssutms.co.in,+91-7562-222482/223647/223646  778900027  7748900028 ,info@sssutms.co.in
706,Madhav University,,#NAME?,Rajasthan,North,http://madhavuniversity.edu.in/,  ,
707,Rama University,,Mandhana Kanpur,Uttar Pradesh,North,http://ramauniversity.ac.in,0512-2780886  ,info@ramauniversity.ac.in
708,Maulana Azad University,,Nagar Jodhpur,Rajasthan,North,,  ,
709,Tamil Nadu Music and Fine Arts University,,Salai Chennai,Tamil Nadu,South,,  ,
710,Hemwati Nandan Bahuguna Medical Education University,,Road Dehradun,Uttarakhand,North,,  ,
711,Shekhawati University,,College Sikar,Rajasthan,North,,  ,
712,Al-Falah University,,Faridabad,Haryana,North,alfalahuniversity.edu.in,0129-2400605  09899303060  ,info@afset.org
713,BML Munjal University,,Sidhrawali Gurugram,Haryana,North,https://www.bml.edu.in,0124-2679002  ,registrar@bml.edu.in
714,Team Lease Skills University,,Bypass Vadodara,Gujarat,West,,  ,
715,Junagarh Agricultural University,,Junagarh,Gujarat,West,,  ,
716,Dr. Bhimrao Ambedkar Law University,,Road Jaipur,Rajasthan,North,,  ,
717,Veer Chandra Singh Garhwali Uttarakhand University of Horticulture & Forestry,,Garhwal Uttrakhand,Uttarakhand,North,,  ,
718,ITM Vocational University,,Waghodia Vadodara,Gujarat,West,,  ,
719,Pacific Medical University,,27 Udiapur,Rajasthan,North,,  ,
720,Dayananda Sagar University,,Layout Banglore,Karnataka,South,http://www.dsu.edu.in,080-42113566  ,registrar@dsu.edu.in
721,Shri Ramasamy Memorial University  Sikkim,,P.O. Gangtok,Sikkim,Northeast,http://www.srmus.ac.in,91-3592 231666  232666  ,registrar@srmus.ac.in
722,Madan Mohan Malaviya University of Technology,,Gorakhpur,Uttar Pradesh,North,http://www.mmmut.ac.in,+91-551-2273958  +91-551-6050001  0551-2270011  0551-6050015,
723,Ashoka University,,NCR Sonepat,Haryana,North,www.ashoka.edu.in,+91 130 2300000  ,info@ashoka.edu.in
724,Amity University,,Mumbai,Maharashtra,West,http://www.amity.edu/mumbai/,  ,
725,Rajiv Gandhi National Aviation University,,D.T. Raebareli,Uttar Pradesh,North,,  ,
726,Nagaland University,,HQ: Lumami,Nagaland,Northeast,http://www.nagauniv.org.in/,  ,
727,North East Frontier Technical University,,Siang (Distt.),Arunachal Pradesh,Northeast,https://www.neftu.edu.in/,  ,
728,Chaudhary Ranbir Singh University,,Jind,Haryana,North,http://www.crsujind.org,  ,
729,Rayat Bahra University,,#NAME?,Punjab,North,http://www.rayatbahrauniversity.edu.in,0160-5009665  0160-5009671,info@rayatbahrauniversity.edu.in
730,Amity University,,Tehsil- Tilda,Chhattisgarh,Central,,  ,
731,Nizam's Institute of Medical Sciences,,Punjagutta Hyderabad,Telangana,South,http://www.nims.edu.in/,1.82805E+12,nims@ap.nic.in
732,Mahapurusha Srimanta Sankaradeva Viswavidyalaya,,Kalongpar Nagaon,Assam,Northeast,http://www.sankaradeva.com,09435052648  03672-231146,mssvnagaon@gmail.com
733,Arunodaya University,,Papum Pare,Arunachal Pradesh,Northeast,http://www.arunodayauniversity.ac.in,9402853177,info@arunodayauniversity.ac.in
734,Rai Technology University,,Taluk Bangalore,Karnataka,South,,  ,
735,Maharishi Mahesh Yogi Vedic Vishwavidyalaya,,Jabalpur,Madhya Pradesh,Central,,  ,
736,IIHMR University,,Airport Jaipur,Rajasthan,North,http://www.iihmr.edu.in,0141-3924700  ,iihmr@iihmr.edu.in
737,Maharishi University of Information Technology,,Post-Diburia Lucknow,Uttar Pradesh,North,http://www.muit.in,180030005444   0522-2771509,info@muit.in
738,Jaypee University,,Road Anoopshahar,Uttar Pradesh,North,http://www.jaypeeu.ac.in,05734-296777  05734-275661  ,webadmin@mail.jaypeeu.ac.in
739,U.P. Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidhyalaya Evam Go-Anusandhan Sansthan,,Mathura,Uttar Pradesh,North,http://www.upvetuniv.edu.in,  ,
740,Assam Women's University,,Jorhat,Assam,Northeast,,  ,
741,Adamas University,,Barasat Kolkata,West Bengal,East,,  ,
742,Adamas University,,Barasat Kolkata,West Bengal,East,,  ,
743,Sarvepalli Radhakrishnan University,,Jatkhedi Bhopal,Madhya Pradesh,Central,http://www.srku.edu.in/,  ,
744,GNA University,,Distt. Kapurthala,Punjab,North,,  ,
745,Seacom Skills University,,#NAME?,West Bengal,East,http://www.seacomskillsuniversity.org/seacomweb/index.php,08101948766  08237490466  033-24307111/1691,info_ssu@seacomgroup.com
746,State University of Performing and Visual Arts,,Sector-6 Rohtak,Haryana,North,,  ,
747,University of Engineering and Management,,Area-III Kolkata,West Bengal,East,,  ,
748,JIS University,,24 Parganas,West Bengal,East,,  ,
749,Abhilashi University,,distt. Mandi,Himachal Pradesh,North,,  ,
750,Professor Jayashankar Telangana State Agricultural University,,Rajendranagar Hyderabad,Telangana,South,,  ,
751,Cooch Behar Panchanan Barma University,,Cooch Behar,West Bengal,East,http://cbpbu.ac.in/,03582-230218  ,info@cbpbu.ac.in
752,Sant Baba Bhag Singh University,,Village-Khiala PO-Padhiana,Punjab,North,http://www.sbbsuniversity.ac.in,0181-2711163  ,info@sbbsuniversity.ac.in
753,O.P. Jindal University,,Punjipathra Raigarh,Chhattisgarh,Central,http://www.opju.ac.in,-311671,
754,Institute of Trans-Disciplinary Health Sciences and Technology,,Post Banglore,Karnataka,South,,  ,
755,Spicer Adventist University,,Post Pune,Maharashtra,West,http://www.sau.edu.in,020-25807000  020-25807001,
756,Lakulish Yoga University,,Chharodi Ahmedabad,Gujarat,West,,  ,
757,Sri Konda Laxman Telangana State Horticultural University,,Rajendranagar Hyderabad,Telangana,South,,  ,
758,Mahatma Gandhi Central University,,East Champaran,Bihar,East,,  ,
759,Ajeenkya D.Y. Patil University,,Lohegaon Pune,Maharashtra,West,http://adypu.edu.in/,020-67077942  ,info@adypu.edu.in
760,Flame University,,Mulshi Pune,Maharashtra,West,,  ,
761,Parul University,,#NAME?,Gujarat,West,http://www.paruluniversity.ac.in,02668-260300  307  09879105597  09409395076,info@paruluniversity.ac.in
762,G.L.S. University,,,Gujarat,West,,  ,
763,The Neotia University,,24 Parganas(S),West Bengal,East,www.tnu.in,033-40084848  ,info@tnu.in
764,Srinivas University,,Surathkal Mangalore,Karnataka,South,www.srinivasuniversity.ac.in  www.srinivasuniversity.edu.in,0824-2444891  0824-2421566,info@srinivasuniversity.edu.in
765,Sangai International University,,Churachandpur,Manipur,Northeast,,  ,
766,R.N.B. Global University,,Road Bikaner,Rajasthan,North,www.rnbglobal.edu.in,0151-5156000  ,info@rnbglobal.edu.in
767,Raj Rishi Bhartrihari Matsya University,,Campus Alwar,Rajasthan,North,,  ,
768,LNCT University,,Road Bhopal,Madhya Pradesh,Central,,0755-4087005/23  ,lnctuniversity@gmail.com
769,Diamond Harbour Women's University,,24 paraganas,West Bengal,East,http://www.dhwu.ac.in,  ,
770,Motherhood University,,Distt. Hardwar,Uttarakhand,North,www.motherhooduniversity.edu.in,07060800156  07060800157,info@motherhooduniversity.edu.in
771,GSFC University,,PO Fertilizernagar,Gujarat,West,http://www.gsfcuni.edu.in,0265-3093740  ,info@gsfcuniversity.ac.in
772,Akal University,,Talwandi Sabo,Punjab,North,www.auts.ac.in,"7087775533,7087775544  7087775566  7087775588",info@auts.ac.in
773,Amity University,,New Town,West Bengal,East,http://www.amity.edu,033 44012802  ,registrar@kol.amity.edu
774,J.S. University,,Shikohabad Firozabad,Uttar Pradesh,North,www.jsu.ac.in,05676-235572  ,jsuniversityshikohabad@gmail.com
775,Bankura University,,PO Bhagabandh,West Bengal,East,,  ,
776,West Bengal University of Teachers  Training  Education Planning and Administration,,Road Kolkata,West Bengal,East,,  ,
777,Sanchi University of Buddhist-Indic Studies,,Square Bhopal,Madhya Pradesh,Central,http://www.sanchiuniv.edu.in,0755-2773256  ,info@subis.edu.in
778,Indian Institute of Public Health,,Lekawada Gandhinagar,Gujarat,West,,  ,
779,Institute of Advanced Research,,Koba Gandhinagar,Gujarat,West,https://www.iar.ac.in,079-30514100  ,contact@iar.ac.in
780,Manav Rachna University,,Sector-43,Delhi,North,http://mru.edu.in/,0129-4268500  ,info@mru.edu.in
781,Ch. Bansi Lal University,,Bhiwani,Haryana,North,http://www.cblu.ac.in,01664-245210  ,
782,Maharaja Ranjit Singh Punjab Technical University,,Road Bathinda,Punjab,North,,  ,
783,Maharaja Chhatrasal Bundelkhand Vishwavidyalaya,,Chhatarpur,Madhya Pradesh,Central,,  ,
